id;start_time;end_time;unpaid_break;billable_rate;appointed_by
ab096724-158c-4a64-b957-5b0e4cb56465;2023-03-19T10:00:00Z;2023-03-19T17:15:00Z;30;175;5f42d166-e23e-4520-9b2c-390c22651233
01269b27-f1d0-4a7c-94a6-9c7f9955c46c;2023-02-08T07:00:00Z;2023-02-08T12:30:00Z;30;180;97275705-82d4-497e-8252-c3468fa169e8
a100c3dd-7618-486c-8f72-a580abe1f0d8;2023-02-23T10:00:00Z;2023-02-23T12:15:00Z;0;185;484f5215-163e-4404-9ff6-a5e91fe00074
38d01384-a621-4a60-85c7-ca3c7fc8eeee;2023-03-12T08:30:00Z;2023-03-12T11:00:00Z;0;185;54415c94-9617-4134-9722-7c8f2e32958c
649ab4fd-cd75-4292-9de5-154dfb1f7fac;2023-01-03T09:00:00Z;2023-01-03T14:15:00Z;30;180;82ff2231-2e4f-4186-947a-bfceeb0cbadb
0bb44c3b-20a8-4145-a131-65f1c4948a6c;2023-01-09T08:30:00Z;2023-01-09T16:30:00Z;30;185;51cbf428-0aa3-48b5-96e9-9a55497827f1
85d0eb2e-626c-487a-b390-ff91f01b69c0;2023-03-29T10:00:00Z;2023-03-29T13:00:00Z;0;185;8ed85146-fc68-448b-a81e-19ae2d037a32
04004c10-ae32-47bd-87cf-a5d5ef24466d;2023-03-13T09:00:00Z;2023-03-13T15:00:00Z;30;180;cb63dd48-b41c-4b8a-89dd-46fae888fb95
5bc9da01-2ee8-49b2-ae16-603a4e084654;2023-04-09T08:30:00Z;2023-04-09T10:00:00Z;0;185;36c7cdb8-1c91-46b8-bfe6-e16cd217d8dc
53b228dc-ad8f-498e-862c-72d4bd465912;2023-03-03T10:30:00Z;2023-03-03T15:15:00Z;30;170;
3f370cc6-09e9-4e0f-a195-63a557bef8c8;2023-01-22T09:00:00Z;2023-01-22T10:00:00Z;0;185;731ca878-5d32-4cba-b9a4-2a7c5949013d
f5435122-7804-4787-8e9c-efff4d71fc1d;2023-04-07T10:30:00Z;2023-04-07T16:30:00Z;30;175;c9f8a658-9ed1-4159-a7f0-28c0370297e1
99f84f36-3a63-467d-8d72-fc75b86ae2f2;2023-02-15T07:00:00Z;2023-02-15T16:00:00Z;30;180;
730dcaae-a7ab-4e2f-b047-998541c53a8b;2023-02-14T07:00:00Z;2023-02-14T16:15:00Z;30;175;00694618-12a7-4c8b-a06e-e0e74c3930be
41c3b1b3-4a80-4163-97c7-3d5008991b57;2023-02-19T09:00:00Z;2023-02-19T10:00:00Z;0;175;9c416869-1d3e-47a8-8b0a-27dac5bf5c14
c325c77d-f960-4e09-bbe1-8ff02e4abf7c;2023-01-30T10:30:00Z;2023-01-30T18:00:00Z;30;170;c9e9a29b-d27c-4483-a1ab-df50ba50fc1a
d4de4614-c262-45ab-8187-a8198701485c;2023-03-30T08:00:00Z;2023-03-30T11:00:00Z;0;180;8f67f672-0810-46b0-a6ff-5b24cf5c3dbf
977ca6e0-ce49-4629-82e2-3275b7297bcc;2023-02-14T10:30:00Z;2023-02-14T18:45:00Z;30;170;efb3b273-fd8a-4cc1-869c-6ad069f25d49
96c54e2c-e7c2-41fd-9820-977e525e6561;2023-01-31T10:00:00Z;2023-01-31T12:15:00Z;0;170;5c674f29-cfe4-434d-94ba-e0128a0e6d9e
1f7f5c7f-04c8-4405-9bdb-9540e8545696;2023-01-19T08:00:00Z;2023-01-19T10:30:00Z;0;180;11c58bdc-663a-4296-9019-bad65d718946
8770f392-69f3-4084-aca5-61a5f5715cb3;2023-03-16T09:30:00Z;2023-03-16T15:30:00Z;30;170;eb7cbe3e-363a-4b38-8def-ce6b4aed0b4e
fa5c57b3-72d4-442f-a489-cf8386037d74;2023-01-10T09:30:00Z;2023-01-10T13:30:00Z;0;185;28469c28-046f-48c9-a4e7-90eb0d90c3a3
b59b76bf-3420-4598-b00d-1d4c25ce1fa3;2023-01-22T09:00:00Z;2023-01-22T17:15:00Z;30;185;
6515891d-d090-4a77-9d72-a94914d6bb64;2023-03-28T09:30:00Z;2023-03-28T12:00:00Z;0;170;488564f4-65fc-482b-91ef-536911162af1
483e2731-01ef-4819-99e5-24d55721de34;2023-01-09T07:30:00Z;2023-01-09T15:15:00Z;30;175;6c61cc79-4d94-4f9b-8f82-15f6eb634769
6215e9fe-5f8f-43b2-aad9-4c4c0ad56414;2023-02-15T09:30:00Z;2023-02-15T16:45:00Z;30;170;92a303fb-8a37-4dde-a1e2-4f9557b0cfc9
f8b12868-aadc-48b1-80da-05d5ee9bd5e6;2023-01-02T08:00:00Z;2023-01-02T10:00:00Z;0;170;e8193159-1760-46a3-a7e5-e321056c5f1a
68db2f34-a536-4c37-a41b-246363aa8b2e;2023-04-07T07:30:00Z;2023-04-07T10:30:00Z;0;180;453ab0ce-7aac-49e9-837e-81c42438ffff
68db0e86-e15a-40fe-845a-a7bf67b2bf2e;2023-03-23T07:30:00Z;2023-03-23T14:30:00Z;30;180;1dffb16c-129d-4287-ab7e-8c0b6a35a9be
85293150-e610-47b6-a863-9c2ab8aa99da;2023-03-17T09:00:00Z;2023-03-17T13:30:00Z;30;185;0605e6e7-cb0f-409f-98ee-87413e764a27
f20b8d04-e815-41aa-b964-ee6191c945a3;2023-03-03T08:30:00Z;2023-03-03T18:15:00Z;30;185;7330b96f-fa28-40d7-8301-bc3dec99bf06
81561240-c509-4587-b568-b71b9cb5c272;2023-03-13T08:30:00Z;2023-03-13T10:30:00Z;0;175;d2993eb9-41dc-44e2-8dea-ecce035a144d
bff5144b-aafd-458e-a357-f79aca2a0ea1;2023-04-05T08:30:00Z;2023-04-05T15:15:00Z;30;185;450e9cb6-e260-4bed-8ee4-ddeb4bb82725
52aca744-1864-43bd-9a9c-0e079bf62075;2023-01-18T10:30:00Z;2023-01-18T13:30:00Z;0;170;3c969c61-b543-479f-bc34-1e7677d174ca
a8875f4f-fff1-433c-a258-1d2cf6934a8e;2023-04-05T08:00:00Z;2023-04-05T10:00:00Z;0;170;
a05c805b-9a6a-49fb-a0af-8a2355dbe47a;2023-03-30T10:00:00Z;2023-03-30T16:30:00Z;30;175;48f2a0b2-f99e-4f43-bd8c-e78b37a93f1f
460db2e7-c0b0-4b5a-9208-5074d03455ee;2023-01-15T09:00:00Z;2023-01-15T10:30:00Z;0;185;0e287697-46f1-40ab-8331-f0508960f1de
82f81ada-8b6b-47ba-9ca4-90b285792e1f;2023-03-31T10:00:00Z;2023-03-31T12:45:00Z;0;170;60de8e12-e6f8-4106-a189-69de52421155
5b479bce-5acc-49fa-b8e6-75d2cee1defb;2023-02-12T10:00:00Z;2023-02-12T16:15:00Z;30;180;cc633468-4017-4b36-8d5f-fb6c34a3636b
acbae6c7-6e83-465b-ab67-bb4691978613;2023-03-28T09:00:00Z;2023-03-28T11:45:00Z;0;180;0f343046-9d4c-4bfe-80de-5f9a9dd9d80d
946c819f-0751-4b98-8597-00d0af938452;2023-02-15T09:30:00Z;2023-02-15T14:00:00Z;30;185;239be727-8ac7-411a-98c7-9767fb445d37
5e25f725-fb2b-40e3-a831-42b97750ebb2;2023-01-10T07:00:00Z;2023-01-10T15:30:00Z;30;170;4744b2e4-fd8b-4ba8-9ca7-2650a0429408
c0ffdd8b-0606-4633-b1d6-71d7d01c9844;2023-02-10T10:30:00Z;2023-02-10T13:00:00Z;0;185;e5151e65-72f6-4d4f-8ba3-086528a8fc19
068654af-f973-49b5-9758-25da0789e5ad;2023-03-19T10:00:00Z;2023-03-19T13:30:00Z;0;175;71c0ce0e-914b-4d2d-99ed-0bb514c5f31b
4001be19-1370-4f8c-8cf9-6b02cb4b38ec;2023-03-15T09:00:00Z;2023-03-15T15:00:00Z;30;185;6122712a-2d7d-4cc2-8a89-d281a9eca815
d5675bb2-40c3-41ad-8591-183af3975ada;2023-03-14T07:30:00Z;2023-03-14T15:45:00Z;30;185;1604af77-33b7-4fbb-9710-026e744b9d2c
8ba8572f-d780-44ca-8a46-679a329b0af2;2023-03-10T07:00:00Z;2023-03-10T12:30:00Z;30;180;756a1ecc-471f-4916-9215-0c7b54f3b6c6
661245b5-e1d8-477b-8500-d8dce2e58911;2023-01-13T07:00:00Z;2023-01-13T10:45:00Z;0;175;bef6cb08-e767-4136-844f-7e6401826585
5ec4eaca-c85f-4e5b-85ce-6f70307fff82;2023-03-13T09:30:00Z;2023-03-13T17:30:00Z;30;185;d8ee5d5e-ed35-4c8c-84e4-094e56e190e4
7dc14ef4-65d3-4502-9f0c-a110a47f268c;2023-01-04T09:00:00Z;2023-01-04T10:30:00Z;0;170;cf0de6e6-a9b7-45c0-964c-cdbef80d630c
e0d63ee6-e1e7-406e-8649-8f45ffc9a32e;2023-02-01T08:30:00Z;2023-02-01T10:30:00Z;0;170;196b36ad-086c-4585-824d-ee2ef2c16f0f
49aec7b1-2c92-47c7-b859-3b08b237fa1d;2023-02-05T07:00:00Z;2023-02-05T11:00:00Z;0;185;6f36b1dc-60c1-4a42-8fdd-aac81504de3f
e612896c-01d8-499c-ab07-5b6ce33ee0ed;2023-03-01T10:30:00Z;2023-03-01T17:30:00Z;30;175;76626b60-f640-48d0-93f3-a09b63d05107
6dea1eda-1308-4c4b-a5af-11569627c2fb;2023-03-21T10:30:00Z;2023-03-21T13:15:00Z;0;175;aa4df880-2dff-4791-9472-c5b301f32dac
0950c251-f827-4c25-b571-1eabc5c1b402;2023-03-27T10:30:00Z;2023-03-27T18:30:00Z;30;170;c0d39e52-94ca-474b-b896-d92df4fa4b90
3be08116-474a-49d1-b89a-81761d7d6d45;2023-02-19T09:00:00Z;2023-02-19T11:00:00Z;0;175;cdc17ef3-ad52-4e08-90d8-ea49eded8fde
81007f33-298e-4fdf-afa1-7e0405dcc8fb;2023-03-24T09:00:00Z;2023-03-24T15:15:00Z;30;170;
2795f5f6-82af-41b6-83e3-c7ad629510f9;2023-02-08T10:00:00Z;2023-02-08T13:00:00Z;0;175;44a0b540-31cb-491f-bc2c-4862ba031e87
30ccd95e-9c69-47d9-8602-36305a641ebe;2023-02-21T10:30:00Z;2023-02-21T12:15:00Z;0;180;a3354c2a-deed-4923-a775-c60a1c4319a4
9ba7a639-cd28-439c-93ed-db106357cd48;2023-04-06T07:00:00Z;2023-04-06T09:15:00Z;0;175;8f8ffc51-1bd6-4e68-a589-effb9d899dd8
2dba0fd1-e3d7-4dfc-9022-3d9873c0ab9e;2023-03-25T08:30:00Z;2023-03-25T14:00:00Z;30;185;4ce92ed7-4ce3-4ea3-ae85-37301431da44
5d4a5314-1ddf-488b-b254-8920b7254cd6;2023-04-10T10:00:00Z;2023-04-10T12:00:00Z;0;170;43d20480-7f9f-43cb-afea-e9975169cb5f
a7b1a952-ae65-42d0-b14b-e646146a834a;2023-03-26T09:00:00Z;2023-03-26T11:00:00Z;0;175;be8faf77-7a2b-4518-9c45-7737eeae3698
6a1fc553-f64f-4562-8590-6f71e57953d8;2023-02-18T10:30:00Z;2023-02-18T16:00:00Z;30;185;efcfd495-d291-477f-b301-548ddc950abc
f4d8fdb4-b889-479f-8d5f-9bd73598dbed;2023-01-15T07:00:00Z;2023-01-15T09:00:00Z;0;170;da42cf5c-c425-4bb4-bf0f-97650019a8de
cc8765a9-a3db-445f-a6cc-2721cecc91ac;2023-03-02T09:30:00Z;2023-03-02T14:30:00Z;30;170;ecd82125-9f07-4855-818b-208cbf8b58b8
98e7a297-a5ed-4ba7-b25b-c9e96169e76e;2023-01-07T08:30:00Z;2023-01-07T16:00:00Z;30;185;df6900d3-9893-4280-9b8c-433e15e84dbb
ef10cd0c-cf21-4b3e-9e64-bc52ae587884;2023-03-21T08:00:00Z;2023-03-21T14:15:00Z;30;180;c11b6ce2-c4d2-4ea5-94aa-0d082ef12b45
8de83cd0-5d83-4fcb-9333-87d6dcba6c90;2023-01-31T08:00:00Z;2023-01-31T16:30:00Z;30;175;6a5f5160-e03c-4cb3-bff8-32dfe39e77dc
46a6089b-0c94-40a7-9077-cd692d617fe6;2023-02-28T07:00:00Z;2023-02-28T11:00:00Z;0;185;62cb6287-47a2-470d-b76b-a83cbb85a6d0
84ef6be1-e94e-4f8b-825c-64c795c6401c;2023-03-13T09:30:00Z;2023-03-13T14:30:00Z;30;175;e4e8758a-d069-4588-9333-697de84c8135
94e01e67-a467-41b3-9fc9-bf107b5a15b4;2023-03-21T09:00:00Z;2023-03-21T16:30:00Z;30;185;c6e868e0-3524-4c2f-aabc-a4dc8b6978a0
d2bc7b75-a644-49f6-822a-f739b5ae808a;2023-03-22T08:30:00Z;2023-03-22T11:45:00Z;0;175;
4c2bbb8b-023f-41a7-a693-0077c6f963af;2023-03-05T08:00:00Z;2023-03-05T09:30:00Z;0;180;a572f550-881d-4311-b038-4f04fadbeb3a
79bcf19f-9bf5-40da-bde6-91f318a026d0;2023-02-26T08:30:00Z;2023-02-26T18:00:00Z;30;170;5188c7fe-ed52-4b4b-af53-1494e563578f
5b2b533c-8ec9-487e-87df-a2ad1697ed4c;2023-01-18T07:30:00Z;2023-01-18T15:15:00Z;30;170;708d67be-899a-4a6e-97ec-30a04d4233a1
69c7ce32-4735-4411-b505-d6ef13948f2c;2023-01-15T07:30:00Z;2023-01-15T08:45:00Z;0;185;84e4e297-b56c-4b65-ab1f-19b28b40dc3e
1644e95c-7e13-4bb9-9dc5-aee6fdde3b95;2023-03-31T10:00:00Z;2023-03-31T17:30:00Z;30;175;362e671c-bfcc-47bb-ae01-405ad1beba91
cb5bee51-ff4d-41b8-9b62-a2637694ea41;2023-01-14T07:30:00Z;2023-01-14T16:00:00Z;30;175;140b662c-1f46-4057-ac67-30926dfc812e
1f10ca77-d1c0-4ae5-81a6-b215cc53c39c;2023-03-12T07:30:00Z;2023-03-12T10:30:00Z;0;170;
c8657321-ec27-4498-9290-e6408426bbeb;2023-01-25T10:00:00Z;2023-01-25T17:00:00Z;30;170;473e6847-3dc0-4d08-ae2b-99b435002e4c
15cb864c-1206-43aa-8131-7371e5caef7c;2023-03-11T10:00:00Z;2023-03-11T19:00:00Z;30;180;400c2002-40da-46f7-8daa-72e934ac1df7
2e2b68cd-18ee-40b2-810d-ec7dc39a72cf;2023-02-19T10:00:00Z;2023-02-19T17:00:00Z;30;175;
4c0dae83-8d20-49a3-a483-80fccd22a272;2023-03-07T09:30:00Z;2023-03-07T18:45:00Z;30;180;4a780334-1eb8-4653-8120-cdd98ada545c
115ad6e1-3171-4065-998d-0ab2725847f3;2023-03-04T09:00:00Z;2023-03-04T13:30:00Z;30;175;2540b1f5-dfe6-4377-bcaa-6f15f1c45b98
d7c564a8-5a5b-4aca-909c-20b864fd6cd7;2023-02-16T07:00:00Z;2023-02-16T15:30:00Z;30;170;c59b06a4-0fac-40cc-b825-0f54a19a7848
4c20bd39-e9e8-4037-8c85-d5f813b3e915;2023-04-06T10:30:00Z;2023-04-06T17:15:00Z;30;175;ac5555b2-a86f-454f-9f85-b80e5e3ae81e
13002b9e-7347-4324-a6ec-40b331b7512e;2023-01-01T10:00:00Z;2023-01-01T11:15:00Z;0;170;11439e82-efa7-4644-b8fd-9885c3fd6504
f11e0693-0104-4c2d-b776-b6f9c19f2512;2023-03-01T07:00:00Z;2023-03-01T14:30:00Z;30;185;
b585cee6-4b50-41fc-b1df-74e59d75456a;2023-03-28T08:00:00Z;2023-03-28T10:00:00Z;0;170;cf789619-4e91-4248-b80a-41be22d38498
d771e395-25d0-457c-b891-d060f9556e87;2023-01-22T09:00:00Z;2023-01-22T15:30:00Z;30;175;0be62cd6-9c74-4b0f-a4e8-a92ec0dea668
fa0b498e-f581-480e-ab29-6bc222119101;2023-03-10T10:30:00Z;2023-03-10T13:00:00Z;0;175;41fa5f53-0f07-452d-a3a2-44d592f5c193
30b579b7-db85-41c0-b1aa-e75d3cdd80ef;2023-02-24T08:00:00Z;2023-02-24T13:15:00Z;30;170;9cf88ac6-db83-4979-9ecf-4d7c80626be8
07cb1a12-f5da-4674-bd94-08c4990f0317;2023-01-14T10:00:00Z;2023-01-14T13:45:00Z;0;170;
72ba4b24-6c88-4d4a-9db0-26e4f1fcc367;2023-02-28T08:30:00Z;2023-02-28T15:15:00Z;30;180;ddb4b878-a141-4aba-9d58-775239006ffe
048ddc14-c077-4462-a074-5df12df7e172;2023-04-06T09:00:00Z;2023-04-06T15:45:00Z;30;170;69ecef67-a82e-4c61-8156-9fbb5f8c910f
3875991e-b2fb-41c3-b2ab-ed3e23752718;2023-03-28T09:30:00Z;2023-03-28T12:15:00Z;0;185;9bd1697b-7780-4f04-9fae-3a3650c6bf74
5c5ca9a4-d00c-45a3-ab5f-20a9de33167e;2023-03-23T07:30:00Z;2023-03-23T15:45:00Z;30;175;88c76173-c08f-409f-8602-777614a3f1e7
cadac1e1-5ac2-448b-9923-8bfb0190c042;2023-01-18T10:00:00Z;2023-01-18T13:45:00Z;0;180;36a0e5e4-9046-41ca-a89f-e932c2e2538b
734be1ac-b648-46d3-8008-f5600f81fe69;2023-02-15T07:00:00Z;2023-02-15T13:30:00Z;30;180;a5b8f58a-1e5e-4e3c-9d39-25954fb948ad
44c2c6d9-ace5-4d8a-bceb-8bc65ca36557;2023-01-12T07:00:00Z;2023-01-12T10:45:00Z;0;175;217574c6-49b2-4a13-b531-9eeff8647dce
d8865d35-f028-482e-919d-9a52d8aab88b;2023-03-01T10:30:00Z;2023-03-01T13:15:00Z;0;170;78dac239-56a8-4e74-a095-8576ee9ee4b2
0fa24bde-e004-4af4-9722-2fa7a73f48e7;2023-03-04T07:00:00Z;2023-03-04T14:00:00Z;30;175;e705cc5b-08bf-4ace-a57a-c0001fad8440
5f54110b-0d74-45c4-8123-9f589a8662bd;2023-02-04T07:00:00Z;2023-02-04T13:15:00Z;30;185;83c56c3b-1565-47d5-a837-c82c3ffb3e0e
336c932e-4931-4700-8cc8-f1c261a80f5a;2023-02-18T07:00:00Z;2023-02-18T11:30:00Z;30;185;bd4522df-1e89-438f-91f9-8d5ab7c25cf5
fa260fb2-6f35-4e29-b2d6-f9b0730727b4;2023-01-08T08:30:00Z;2023-01-08T10:15:00Z;0;185;d7a3f68e-c040-49cc-a4a1-a7892ee5bbaf
7f25df96-4c0f-4956-b2ba-a74d566c6fe5;2023-04-04T09:30:00Z;2023-04-04T17:30:00Z;30;180;cef0dee6-7bc0-4e69-b843-b5343e0df134
c3440dfe-43e0-449b-9e96-a14de03143ca;2023-02-16T10:30:00Z;2023-02-16T13:00:00Z;0;170;06128ba9-9a2c-45bb-b054-6d615df28794
c60cbb4a-f5cc-43ab-b419-00e75254f248;2023-03-19T09:00:00Z;2023-03-19T13:15:00Z;30;170;748902e8-4d92-41dc-b045-8251c2e4cc57
6d52ff4a-d695-44a2-8029-d2d1eed75512;2023-02-06T07:30:00Z;2023-02-06T10:00:00Z;0;185;5b479181-7ebb-4b2b-824c-ca4f33dd0e77
409ffe9d-9279-4432-8ce5-437eb09de4ba;2023-03-23T07:00:00Z;2023-03-23T09:30:00Z;0;185;3579bae5-113f-4f52-9cd1-a9cb2af3c8b9
